code,label
9-696.27,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 7 bis 8 Therapieeinheiten pro Woche
9-696.28,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 8 bis 9 Therapieeinheiten pro Woche
9-696.29,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 9 bis 10 Therapieeinheiten pro Woche
9-696.2a,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 10 bis 11 Therapieeinheiten pro Woche
9-696.2b,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 11 bis 12 Therapieeinheiten pro Woche
9-696.2c,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 12 bis 13 Therapieeinheiten pro Woche
9-696.2d,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 13 bis 14 Therapieeinheiten pro Woche
9-696.2e,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 14 bis 15 Therapieeinheiten pro Woche
9-696.2f,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 15 bis 16 Therapieeinheiten pro Woche
9-696.2g,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Ärzte: Mehr als 16 Therapieeinheiten pro Woche
9-696.3,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen
9-696.30,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 1 Therapieeinheit pro Woche
9-696.31,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 2 Therapieeinheiten pro Woche
9-696.32,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 3 Therapieeinheiten pro Woche
9-696.33,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 4 Therapieeinheiten pro Woche
9-696.34,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 5 Therapieeinheiten pro Woche
9-696.35,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 6 Therapieeinheiten pro Woche
9-696.36,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 7 Therapieeinheiten pro Woche
9-696.37,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 8 Therapieeinheiten pro Woche
9-696.38,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 9 Therapieeinheiten pro Woche
9-696.39,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 10 Therapieeinheiten pro Woche
9-696.3a,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 11 Therapieeinheiten pro Woche
9-696.3b,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 12 Therapieeinheiten pro Woche
9-696.3c,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 13 Therapieeinheiten pro Woche
9-696.3d,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 14 Therapieeinheiten pro Woche
9-696.3e,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 15 Therapieeinheiten pro Woche
9-696.3f,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: 16 Therapieeinheiten pro Woche
9-696.3g,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 16 Therapieeinheiten pro Woche
9-696.4,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen
9-696.40,"ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 0,06 bis 1 Therapieeinheit pro Woche"
9-696.41,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 1 bis 2 Therapieeinheiten pro Woche
9-696.42,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 2 bis 3 Therapieeinheiten pro Woche
9-696.43,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 3 bis 4 Therapieeinheiten pro Woche
9-696.44,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 4 bis 5 Therapieeinheiten pro Woche
9-696.45,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 5 bis 6 Therapieeinheiten pro Woche
9-696.46,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 6 bis 7 Therapieeinheiten pro Woche
9-696.47,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 7 bis 8 Therapieeinheiten pro Woche
9-696.48,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 8 bis 9 Therapieeinheiten pro Woche
9-696.49,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 9 bis 10 Therapieeinheiten pro Woche
9-696.4a,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 10 bis 11 Therapieeinheiten pro Woche
9-696.4b,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 11 bis 12 Therapieeinheiten pro Woche
9-696.4c,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 12 bis 13 Therapieeinheiten pro Woche
9-696.4d,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 13 bis 14 Therapieeinheiten pro Woche
9-696.4e,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 14 bis 15 Therapieeinheiten pro Woche
9-696.4f,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 15 bis 16 Therapieeinheiten pro Woche
9-696.4g,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Gruppentherapie durch Psychotherapeuten und/oder Psychologen: Mehr als 16 Therapieeinheiten pro Woche
9-696.5,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten
9-696.50,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 1 Therapieeinheit pro Woche
9-696.51,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 2 Therapieeinheiten pro Woche
9-696.52,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 3 Therapieeinheiten pro Woche
9-696.53,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 4 Therapieeinheiten pro Woche
9-696.54,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 5 Therapieeinheiten pro Woche
9-696.55,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 6 Therapieeinheiten pro Woche
9-696.56,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 7 Therapieeinheiten pro Woche
9-696.57,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 8 Therapieeinheiten pro Woche
9-696.58,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 9 Therapieeinheiten pro Woche
9-696.59,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 10 Therapieeinheiten pro Woche
9-696.5a,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 11 Therapieeinheiten pro Woche
9-696.5b,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 12 Therapieeinheiten pro Woche
9-696.5c,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 13 Therapieeinheiten pro Woche
9-696.5d,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 14 Therapieeinheiten pro Woche
9-696.5e,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 15 Therapieeinheiten pro Woche
9-696.5f,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 16 Therapieeinheiten pro Woche
9-696.5g,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 17 Therapieeinheiten pro Woche
9-696.5h,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 18 Therapieeinheiten pro Woche
9-696.5j,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 19 Therapieeinheiten pro Woche
9-696.5k,ergänzende massnahmen: Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Zusatzinformationen zur Behandlung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Anzahl der Therapieeinheiten pro Woche bei Kindern und Jugendlichen: Einzeltherapie durch Spezialtherapeuten: 20 Therapieeinheiten pro Woche
